Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
2.625, 1, CutInVehicle, 99.722, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 1.652
2.650, 0, Ego, 49.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.527
2.650, 1, CutInVehicle, 100.000, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.446
2.675, 0, Ego, 49.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.717
2.675, 1, CutInVehicle, 100.278, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.239
2.700, 0, Ego, 50.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.908
2.700, 1, CutInVehicle, 100.556, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 4.033
2.725, 0, Ego, 50.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.098
2.725, 1, CutInVehicle, 100.833, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 4.827
2.750, 0, Ego, 50.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.289
2.750, 1, CutInVehicle, 101.111, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 5.620
2.775, 0, Ego, 51.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.196
2.775, 1, CutInVehicle, 101.389, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.131
2.800, 0, Ego, 51.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.386
2.800, 1, CutInVehicle, 101.667, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.924
2.825, 0, Ego, 52.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.577
2.825, 1, CutInVehicle, 101.944, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 1.718
2.850, 0, Ego, 52.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.767
2.850, 1, CutInVehicle, 102.222, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.512
2.875, 0, Ego, 52.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.958
2.875, 1, CutInVehicle, 102.500, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.305
2.900, 0, Ego, 53.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 6.148
