Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
1.600, 2, LeadVehicle, 70.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.792
1.625, 0, Ego, 32.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.983
1.625, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.625, 2, LeadVehicle, 70.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.983
1.650, 0, Ego, 32.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.173
1.650, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.650, 2, LeadVehicle, 70.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.173
1.675, 0, Ego, 32.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.364
1.675, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.675, 2, LeadVehicle, 71.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.364
1.700, 0, Ego, 33.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.554
1.700, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.700, 2, LeadVehicle, 71.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.554
1.725, 0, Ego, 33.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.461
1.725, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.725, 2, LeadVehicle, 72.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.461
1.750, 0, Ego, 34.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.652
1.750, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.750, 2, LeadVehicle, 72.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.652
1.775, 0, Ego, 34.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.842
1.775, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
